protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
meshtastic-like,1,20.0,2,2,0,0.5,1.0,0.0,4.16604,2.397175,4.16604,3.730184,4.16604,2,1,0,29,24,5,5,2.086144,1.544218,0.077211,0.826113,3.435372,4.261485,4.261485,2.086144,2.397175,484,937,1421,0.340605,702,0.494018,262,93,0,0,0,0,0,0,0,0,0.0,0.172414,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.0003981124136949109,0.14939883325143355,0.9841673309635237,0.9999601044750567,0.9999999996501752,0.5183673469387755,0.3240816326530612
meshcore-like,1,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.260772,0.063039,1.424333,5.631076,7.055409,0.0,0.0,0.0,232,2218,2450,0.094694,1869,0.762857,170,0,49,1,1,0,0,2,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0003981124136949109,0.14939883325143355,0.9841673309635237,0.9999601044750567,0.9999999996501752,0.5183673469387755,0.3240816326530612
calm-mesh,1,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.2837,0.064185,1.424333,5.601735,7.026068,0.0,0.0,0.0,256,2194,2450,0.10449,1812,0.739592,185,0,49,1,1,0,0,2,0,0,0.744999,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0003981124136949109,0.14939883325143355,0.9841673309635237,0.9999601044750567,0.9999999996501752,0.5183673469387755,0.3240816326530612
smart-calm,1,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53,1,52,0,3.812608,1.516296,0.075815,1.509793,6.034518,7.544311,0.0,0.0,0.0,325,2272,2597,0.125144,1947,0.749711,195,0,49,3,1,0,0,2,1,0,0.76,0.981132,1,0,0.0,0,2,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.061224489795918366,0.0,0.0003981124136949109,0.14939883325143355,0.9841673309635237,0.9999601044750567,0.9999999996501752,0.5183673469387755,0.3240816326530612
smart-calm-static,1,20.0,2,2,0,0.5,0.5,0.0,15.766011,15.622139,15.766011,15.622139,15.766011,1,1,0,62,10,52,2,4.460032,1.879996,0.094,1.766173,7.022341,8.788513,8.788513,4.460032,15.622139,462,2576,3038,0.152074,2074,0.682686,302,36,49,1,1,0,0,2,10,0,0.744999,0.83871,0,0,0.0,1,0,2,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0003981124136949109,0.14939883325143355,0.9841673309635237,0.9999601044750567,0.9999999996501752,0.5183673469387755,0.3240816326530612
smart-calm-no-fallback,1,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,0,52,0,3.740672,1.44436,0.072218,1.481306,5.914708,7.396014,0.0,0.0,0.0,285,2263,2548,0.111852,1947,0.764129,195,0,49,3,1,0,0,2,0,0,0.76,1.0,1,0,0.0,0,2,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.061224489795918366,0.0,0.0003981124136949109,0.14939883325143355,0.9841673309635237,0.9999601044750567,0.9999999996501752,0.5183673469387755,0.3240816326530612
smart-calm-no-confidence,1,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,1,51,0,3.740672,1.516296,0.075815,1.481306,5.922043,7.40335,0.0,0.0,0.0,330,2218,2548,0.129513,1897,0.744505,211,0,49,2,1,0,0,2,1,0,0.759995,0.980769,1,0,0.0,0,2,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.0003981124136949109,0.14939883325143355,0.9841673309635237,0.9999601044750567,0.9999999996501752,0.5183673469387755,0.3240816326530612
meshtastic-like,2,20.0,1,1,0,1.0,1.0,0.0,1.064687,0.920815,1.064687,0.920815,1.064687,1,1,0,14,12,2,2,1.007104,0.765716,0.038286,0.398813,1.655336,2.054149,2.054149,1.007104,0.920815,243,443,686,0.354227,344,0.501458,132,46,0,0,0,0,0,0,0,0,0.0,0.142857,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.00016086249559578458,0.12042274795664898,0.9615593149113648,0.9999402237092,0.9999999999678921,0.5722448979591837,0.33877551020408164
meshcore-like,2,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.658122,0.082906,1.424333,5.748441,7.172774,0.0,0.0,0.0,295,2155,2450,0.120408,1841,0.751429,233,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00016086249559578458,0.12042274795664898,0.9615593149113648,0.9999402237092,0.9999999999678921,0.5722448979591837,0.33877551020408164
calm-mesh,2,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.613196,0.08066,1.424333,5.760667,7.184999,0.0,0.0,0.0,260,2190,2450,0.106122,1951,0.796327,192,0,49,1,1,0,0,1,0,0,0.745,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00016086249559578458,0.12042274795664898,0.9615593149113648,0.9999402237092,0.9999999999678921,0.5722448979591837,0.33877551020408164
smart-calm,2,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,1,51,0,3.740672,1.683175,0.084159,1.481306,5.990506,7.471812,0.0,0.0,0.0,346,2202,2548,0.135793,1935,0.759419,234,0,49,2,1,0,0,1,1,0,0.8,0.980769,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.00016086249559578458,0.12042274795664898,0.9615593149113648,0.9999402237092,0.9999999999678921,0.5722448979591837,0.33877551020408164
smart-calm-static,2,20.0,1,1,0,1.0,1.0,0.0,16.037402,15.89353,16.037402,15.89353,16.037402,1,1,0,67,15,52,2,4.819712,2.188947,0.109447,1.908606,7.724086,9.632692,9.632692,4.819712,15.89353,378,2905,3283,0.115139,2588,0.788303,233,24,49,1,1,0,0,1,15,0,0.745,0.776119,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00016086249559578458,0.12042274795664898,0.9615593149113648,0.9999402237092,0.9999999999678921,0.5722448979591837,0.33877551020408164
smart-calm-no-fallback,2,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,0,51,0,3.668736,1.611239,0.080562,1.452819,5.870696,7.323516,0.0,0.0,0.0,316,2183,2499,0.126451,1935,0.77431,234,0,49,2,1,0,0,1,0,0,0.8,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.00016086249559578458,0.12042274795664898,0.9615593149113648,0.9999402237092,0.9999999999678921,0.5722448979591837,0.33877551020408164
smart-calm-no-confidence,2,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,1,51,0,3.740672,1.683175,0.084159,1.481306,5.990506,7.471812,0.0,0.0,0.0,346,2202,2548,0.135793,1935,0.759419,234,0,49,2,1,0,0,1,1,0,0.8,0.980769,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.00016086249559578458,0.12042274795664898,0.9615593149113648,0.9999402237092,0.9999999999678921,0.5722448979591837,0.33877551020408164
meshtastic-like,3,20.0,2,2,0,0.5,1.0,0.0,0.143872,0.558056,0.143872,0.995564,0.143872,2,1,0,29,26,3,3,2.086144,1.283523,0.064176,0.826113,3.406031,4.232144,4.232144,2.086144,0.558056,397,1024,1421,0.279381,836,0.588318,257,90,0,0,0,0,0,0,0,0,0.0,0.103448,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.0006083856159344984,0.19359610885376224,0.9788711070915835,0.9999494219827115,0.999999999916479,0.5363265306122449,0.3110204081632653
meshcore-like,3,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,0,51,0,3.668736,1.117405,0.05587,1.452819,5.645747,7.098566,0.0,0.0,0.0,228,2271,2499,0.091236,1838,0.735494,168,0,49,2,1,0,0,2,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.0006083856159344984,0.19359610885376224,0.9788711070915835,0.9999494219827115,0.999999999916479,0.5363265306122449,0.3110204081632653
calm-mesh,3,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.207343,0.060367,1.424333,5.60418,7.028513,0.0,0.0,0.0,251,2199,2450,0.102449,1817,0.741633,189,0,49,1,1,0,0,2,0,0,0.744998,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0006083856159344984,0.19359610885376224,0.9788711070915835,0.9999494219827115,0.999999999916479,0.5363265306122449,0.3110204081632653
smart-calm,3,20.0,2,2,0,1.0,1.0,0.0,8.65968,8.515808,8.65968,14.481066,14.624938,2,2,0,60,5,55,4,4.31616,1.779394,0.08897,1.709199,6.733818,8.443018,4.221509,2.15808,8.515808,547,2393,2940,0.186054,1822,0.619728,183,0,49,2,1,1,0,2,0,0,0.796694,0.916667,1,2,1.701133,0,2,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0006083856159344984,0.19359610885376224,0.9788711070915835,0.9999494219827115,0.999999999916479,0.5363265306122449,0.3110204081632653
smart-calm-static,3,20.0,2,2,0,0.5,0.5,0.0,15.143872,15.071936,15.143872,15.071936,15.143872,1,1,0,71,20,51,1,5.107456,1.848452,0.092423,2.022553,8.017498,10.040051,10.040051,5.107456,15.071936,406,3073,3479,0.1167,2583,0.742455,265,37,49,1,1,0,0,2,20,0,0.744998,0.71831,0,0,0.0,1,0,2,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0006083856159344984,0.19359610885376224,0.9788711070915835,0.9999494219827115,0.999999999916479,0.5363265306122449,0.3110204081632653
smart-calm-no-fallback,3,20.0,2,2,0,1.0,1.0,0.0,8.65968,8.515808,8.65968,14.481066,14.624938,2,2,0,60,5,55,4,4.31616,1.779394,0.08897,1.709199,6.733818,8.443018,4.221509,2.15808,8.515808,547,2393,2940,0.186054,1822,0.619728,183,0,49,2,1,1,0,2,0,0,0.796694,0.916667,1,2,1.701133,0,2,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0006083856159344984,0.19359610885376224,0.9788711070915835,0.9999494219827115,0.999999999916479,0.5363265306122449,0.3110204081632653
smart-calm-no-confidence,3,20.0,2,2,0,0.5,0.5,0.0,2.031616,1.887744,2.031616,1.887744,2.031616,1,1,0,57,4,53,2,4.100352,1.563586,0.078179,1.623739,6.374388,7.998127,7.998127,4.100352,1.887744,464,2329,2793,0.16613,1819,0.651271,182,0,49,2,1,1,0,2,0,0,0.727639,0.929825,1,1,0.937603,0,2,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0006083856159344984,0.19359610885376224,0.9788711070915835,0.9999494219827115,0.999999999916479,0.5363265306122449,0.3110204081632653
meshtastic-like,4,20.0,1,1,0,0.0,1.0,0.0,0.0,1.564375,0.0,1.564375,0.0,1,0,0,13,11,2,2,0.935168,0.816576,0.040829,0.370327,1.550196,1.920523,0.0,0.0,1.564375,292,345,637,0.458399,123,0.193093,179,45,0,0,0,0,0,0,0,0,0.0,0.153846,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.00010721307469971633,0.062019042666890095,0.9398309086977615,0.9999664602671114,0.9999999999273879,0.5689795918367347,0.3689795918367347
meshcore-like,4,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,0,51,0,3.668736,1.606672,0.080334,1.452819,5.83891,7.291729,0.0,0.0,0.0,297,2202,2499,0.118848,1924,0.769908,201,0,49,2,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.00010721307469971633,0.062019042666890095,0.9398309086977615,0.9999664602671114,0.9999999999273879,0.5689795918367347,0.3689795918367347
calm-mesh,4,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,0,52,0,3.740672,1.665914,0.083296,1.481306,5.990506,7.471812,0.0,0.0,0.0,294,2254,2548,0.115385,1975,0.775118,189,0,49,3,1,0,0,1,0,0,0.202791,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.061224489795918366,0.0,0.00010721307469971633,0.062019042666890095,0.9398309086977615,0.9999664602671114,0.9999999999273879,0.5689795918367347,0.3689795918367347
smart-calm,4,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,1,51,0,3.740672,1.524224,0.076211,1.481306,5.924489,7.405795,0.0,0.0,0.0,271,2277,2548,0.106358,1934,0.759027,171,0,49,2,1,0,0,1,1,0,0.799714,0.980769,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.00010721307469971633,0.062019042666890095,0.9398309086977615,0.9999664602671114,0.9999999999273879,0.5689795918367347,0.3689795918367347
smart-calm-static,4,20.0,1,1,0,0.0,1.0,0.0,0.0,15.789055,0.0,15.789055,0.0,1,0,0,61,8,53,1,4.388096,2.109991,0.1055,1.737686,7.054127,8.791813,0.0,0.0,15.789055,414,2575,2989,0.138508,2237,0.748411,251,20,49,3,1,0,0,1,8,0,0.202791,0.868852,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.061224489795918366,0.0,0.00010721307469971633,0.062019042666890095,0.9398309086977615,0.9999664602671114,0.9999999999273879,0.5689795918367347,0.3689795918367347
smart-calm-no-fallback,4,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,0,51,0,3.668736,1.452288,0.072614,1.452819,5.804678,7.257498,0.0,0.0,0.0,248,2251,2499,0.09924,1934,0.77391,171,0,49,2,1,0,0,1,0,0,0.799714,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.00010721307469971633,0.062019042666890095,0.9398309086977615,0.9999664602671114,0.9999999999273879,0.5689795918367347,0.3689795918367347
smart-calm-no-confidence,4,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,1,51,0,3.740672,1.524224,0.076211,1.481306,5.924489,7.405795,0.0,0.0,0.0,265,2283,2548,0.104003,1939,0.760989,170,0,49,2,1,0,0,1,1,0,0.257791,0.980769,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.00010721307469971633,0.062019042666890095,0.9398309086977615,0.9999664602671114,0.9999999999273879,0.5689795918367347,0.3689795918367347
meshtastic-like,5,20.0,1,1,0,0.0,1.0,0.0,0.0,0.071936,0.0,0.071936,0.0,1,0,0,15,14,1,1,1.07904,0.708097,0.035405,0.4273,1.76292,2.19022,0.0,0.0,0.071936,217,518,735,0.295238,420,0.571429,138,46,0,0,0,0,0,0,0,0,0.0,0.066667,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.00010711304300321068,0.06900627326187887,0.9489984284749405,0.9999569579892038,0.999999999956876,0.5730612244897959,0.35183673469387755
meshcore-like,5,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.129626,0.056481,1.424333,5.538162,6.962495,0.0,0.0,0.0,242,2208,2450,0.098776,1793,0.731837,158,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00010711304300321068,0.06900627326187887,0.9489984284749405,0.9999569579892038,0.999999999956876,0.5730612244897959,0.35183673469387755
calm-mesh,5,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.52419,0.076209,1.566766,6.191005,7.757771,7.757771,3.95648,2.287744,356,2339,2695,0.132096,1919,0.712059,133,0,49,2,1,1,0,1,0,0,0.794993,0.963636,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.00010711304300321068,0.06900627326187887,0.9489984284749405,0.9999569579892038,0.999999999956876,0.5730612244897959,0.35183673469387755
smart-calm,5,20.0,1,1,0,1.0,1.0,0.0,15.143872,15.071936,15.143872,15.071936,15.143872,1,1,0,52,1,51,1,3.740672,1.34671,0.067336,1.481306,5.770447,7.251753,7.251753,3.740672,15.071936,297,2251,2548,0.116562,1804,0.708006,152,0,49,1,1,0,0,1,1,0,0.799744,0.980769,1,1,0.646102,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00010711304300321068,0.06900627326187887,0.9489984284749405,0.9999569579892038,0.999999999956876,0.5730612244897959,0.35183673469387755
