protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,pair_schedule,matched_rreq_timing,discovery_record_count,discovery_candidate_path_total,discovery_multi_candidate_count,discovery_candidate_fingerprints_json,discovery_records_json,scheduled_unicast_flows,scheduled_broadcast_flows,scheduled_distinct_unicast_pairs,observed_distinct_unicast_pairs,scheduled_rate_per_min,scheduled_trace_sha256,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,smart_max_timeout_retries,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
ett-mesh,33,600.0,45,45,0,0.422222,0.488889,0.0,0.449051,0.299532,0.449051,2.043872,2.237389,22,19,0,279,45,234,33,20.070144,10.974791,0.018291,7.947777,31.940402,39.888179,2.099378,1.056323,0.299532,4626,9045,13671,0.338381,7214,0.527686,955,0,196,5,4,3,31,14,0,0,0.871212,0.83871,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,21,4,"[{""key"":[9,41,3],""candidate_count"":4,""sha256"":""e15932745def9320b096c469bf399094d42e788ceef70604d6a8bbe0f9bbcf50""},{""key"":[16,9,2],""candidate_count"":7,""sha256"":""be159e35a48764e4295b278d95d13f24810fb7dbe919b5245b31e0645b56ec20""},{""key"":[24,11,4],""candidate_count"":5,""sha256"":""b551dc370dedf912c456ff6a6dae36074e2c95f1cf561b712d75ef37d85acac9""},{""key"":[46,10,1],""candidate_count"":5,""sha256"":""a44aacc7ad68e4e9d8a6087463b2a40b8dc57ebe63fed51286051857b1a786f6""}]","[{""key"":[9,41,3],""started_at"":41.429118770509554,""closed_at"":43.429118770509554,""candidate_paths"":[[9,7,41],[9,21,42,41],[9,24,41],[9,35,41]],""selected_path"":[9,24,41]},{""key"":[16,9,2],""started_at"":37.99259919106219,""closed_at"":39.99259919106219,""candidate_paths"":[[16,0,1,9],[16,2,22,9],[16,9],[16,13,9],[16,17,20,9],[16,18,9],[16,28,10,9]],""selected_path"":[16,9]},{""key"":[24,11,4],""started_at"":51.84546562068912,""closed_at"":53.84546562068912,""candidate_paths"":[[24,17,11],[24,18,44,11],[24,27,11],[24,37,12,11],[24,37,45,11]],""selected_path"":[24,27,11]},{""key"":[46,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[46,10],[46,22,10],[46,28,10],[46,39,10],[46,49,14,10]],""selected_path"":[46,10]}]",45,0,4,4,4.5,a7403a0997ae17ec52c9e152f1533e49515ef82dfeaac9d529ef6420b207e8b3,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,1,0.75,0.025510204081632654,0,1.3333333333333333,0.5177968886780069,0.9983971630943456,0.9999944427093447,0.9999999834879212,0.9999999999999023,0.17061224489795918,0.04816326530612245
minhop-mesh,33,600.0,45,45,0,0.555556,0.622222,0.0,0.47595,0.335035,0.47595,2.143872,2.215808,28,25,0,306,61,245,43,22.012416,12.836402,0.021394,8.716917,35.199726,43.916643,1.756666,0.880497,0.335035,5612,9382,14994,0.374283,7265,0.484527,1005,0,196,6,4,4,41,4,0,0,0.847103,0.800654,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,20,4,"[{""key"":[9,41,3],""candidate_count"":3,""sha256"":""334831be71ea2689d99e0824f1ef89a6e6bcf4efb94c385de42d46845a8f4374""},{""key"":[16,9,2],""candidate_count"":7,""sha256"":""bdebc53d5f59f214b14140276f6e60cd60047f61948fa65848c6f94dbfa46ade""},{""key"":[24,11,4],""candidate_count"":4,""sha256"":""982ad9c238ef965febc44f10d426bc1a74131b1436fe3c052b762da5fecc559e""},{""key"":[46,10,1],""candidate_count"":6,""sha256"":""8ae73c874a6ad311cfba9859bcb77a921be309193836c59ced9c2c00b632ae28""}]","[{""key"":[9,41,3],""started_at"":41.429118770509554,""closed_at"":43.429118770509554,""candidate_paths"":[[9,1,34,41],[9,27,41],[9,30,46,41]],""selected_path"":[9,27,41]},{""key"":[16,9,2],""started_at"":37.99259919106219,""closed_at"":39.99259919106219,""candidate_paths"":[[16,2,22,9],[16,9],[16,18,9],[16,26,44,9],[16,28,10,9],[16,30,20,9],[16,36,9]],""selected_path"":[16,9]},{""key"":[24,11,4],""started_at"":51.84546562068912,""closed_at"":53.84546562068912,""candidate_paths"":[[24,2,32,11],[24,17,11],[24,28,10,11],[24,37,45,11]],""selected_path"":[24,17,11]},{""key"":[46,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[46,10],[46,22,10],[46,25,26,10],[46,28,10],[46,37,45,10],[46,39,10]],""selected_path"":[46,10]}]",45,0,4,4,4.5,a7403a0997ae17ec52c9e152f1533e49515ef82dfeaac9d529ef6420b207e8b3,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,2,1.0,0.030612244897959183,0,1.5,0.5177968886780069,0.9983971630943456,0.9999944427093447,0.9999999834879212,0.9999999999999023,0.17061224489795918,0.04816326530612245
meshecho,33,600.0,45,45,0,0.422222,0.466667,0.0,0.441479,0.306944,0.441479,2.143872,2.237389,21,19,0,276,44,232,31,19.854336,10.65798,0.017763,7.862317,31.500283,39.3626,2.071716,1.044965,0.306944,4493,9031,13524,0.332224,7001,0.517672,996,0,196,5,4,3,31,14,0,0,0.875135,0.84058,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,27,4,"[{""key"":[9,41,3],""candidate_count"":7,""sha256"":""7b18322e891df7e2186251d88a608b3152c3567c3feba80071728390b3f605b2""},{""key"":[16,9,2],""candidate_count"":8,""sha256"":""0eb4f9e59b1e0250e4a8d88ba962fc0e6f835f1c76b00e45829e07045422a43a""},{""key"":[24,11,4],""candidate_count"":5,""sha256"":""2f584f75fa3fabe3a3662e4c4f1e5bbc15e66c0acebfa392bd41c45e2df3b96c""},{""key"":[46,10,1],""candidate_count"":7,""sha256"":""2a836c55ac5d57a8e95b21410aca6b6c8a099a480edaa7bf4f80bf169847c379""}]","[{""key"":[9,41,3],""started_at"":41.429118770509554,""closed_at"":43.429118770509554,""candidate_paths"":[[9,1,34,41],[9,21,42,41],[9,27,41],[9,38,46,41],[9,38,47,41],[9,40,41],[9,48,37,41]],""selected_path"":[9,27,41]},{""key"":[16,9,2],""started_at"":37.99259919106219,""closed_at"":39.99259919106219,""candidate_paths"":[[16,2,22,9],[16,9],[16,13,9],[16,18,9],[16,26,44,9],[16,28,10,9],[16,36,9],[16,39,9]],""selected_path"":[16,9]},{""key"":[24,11,4],""started_at"":51.84546562068912,""closed_at"":53.84546562068912,""candidate_paths"":[[24,9,10,11],[24,17,11],[24,26,11],[24,38,16,11],[24,49,11]],""selected_path"":[24,17,11]},{""key"":[46,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[46,10],[46,22,10],[46,22,44,10],[46,25,26,10],[46,28,10],[46,37,45,10],[46,39,10]],""selected_path"":[46,10]}]",45,0,4,4,4.5,a7403a0997ae17ec52c9e152f1533e49515ef82dfeaac9d529ef6420b207e8b3,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,1,0.75,0.025510204081632654,0,1.3333333333333333,0.5177968886780069,0.9983971630943456,0.9999944427093447,0.9999999834879212,0.9999999999999023,0.17061224489795918,0.04816326530612245
meshtastic-like,34,600.0,40,40,0,0.5,1.0,0.0,0.844399,0.802199,0.844399,1.525379,2.790673,40,20,0,551,491,60,60,39.636736,24.182997,0.040305,15.696147,64.254905,79.951052,3.997553,1.981837,0.802199,8825,18125,26950,0.327458,15764,0.584935,5133,1824,0,0,0,0,0,0,0,0,0.0,0.108893,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],40,0,4,4,4.0,99e1612cb0cd4525724f259fa9432132f5dbcabd3237863d78b84e6994f79b62,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.6354196001358925,0.9992454588258496,0.9999962261757863,0.9999999926262026,0.9999999999999575,0.15183673469387754,0.04163265306122449
meshcore-like,34,600.0,40,40,0,0.175,0.2,0.0,0.287744,0.143872,0.287744,0.143872,0.287744,8,7,0,246,28,218,16,17.696256,8.150062,0.013583,7.007717,27.910869,34.918587,4.98837,2.528037,0.143872,2930,9124,12054,0.243073,7502,0.622366,851,0,196,6,4,2,18,22,0,0,0.0,0.886179,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,15,4,"[{""key"":[5,32,1],""candidate_count"":5,""sha256"":""9d86a605c949fb0df7407a92acd622ff51306ca939751b25fdb8e490a5111ffb""},{""key"":[5,44,4],""candidate_count"":2,""sha256"":""0c43e37058ec13b72618702f0eb6d2ae204ebb43e30c7d56bd158fce4bbf138d""},{""key"":[19,45,2],""candidate_count"":6,""sha256"":""d5fc3dde50a0c4fcd2a1d21d86af93f524d2f4df6598b4c5a204be46c63557cf""},{""key"":[30,23,3],""candidate_count"":2,""sha256"":""96809fe84de52a50238dce28cf2342b9981e8a29a1c27d8622f0d20a490878a9""}]","[{""key"":[5,32,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[5,13,28,32],[5,13,41,32],[5,22,32],[5,31,32],[5,49,32]],""selected_path"":[5,22,32]},{""key"":[5,44,4],""started_at"":24.23713210789741,""closed_at"":26.23713210789741,""candidate_paths"":[[5,43,42,44],[5,43,49,44]],""selected_path"":[5,43,42,44]},{""key"":[19,45,2],""started_at"":11.292418302994681,""closed_at"":13.292418302994681,""candidate_paths"":[[19,7,45],[19,11,22,45],[19,11,45],[19,31,45],[19,35,45],[19,35,49,45]],""selected_path"":[19,7,45]},{""key"":[30,23,3],""started_at"":23.52526636631802,""closed_at"":25.52526636631802,""candidate_paths"":[[30,23],[30,46,1,23]],""selected_path"":[30,23]}]",40,0,4,4,4.0,99e1612cb0cd4525724f259fa9432132f5dbcabd3237863d78b84e6994f79b62,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.030612244897959183,0,1.5,0.6354196001358925,0.9992454588258496,0.9999962261757863,0.9999999926262026,0.9999999999999575,0.15183673469387754,0.04163265306122449
etx-mesh,34,600.0,40,40,0,0.45,0.5,0.0,0.525952,0.354662,0.525952,2.287744,2.431616,20,18,0,290,49,241,39,20.86144,11.301266,0.018835,8.26113,33.17518,41.43631,2.302017,1.158969,0.354662,4875,9335,14210,0.343068,7472,0.525827,787,0,196,6,4,3,27,13,0,0,0.346365,0.831034,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,17,4,"[{""key"":[5,32,1],""candidate_count"":5,""sha256"":""9d86a605c949fb0df7407a92acd622ff51306ca939751b25fdb8e490a5111ffb""},{""key"":[5,44,4],""candidate_count"":3,""sha256"":""431208bc9720ce5ec31ce6c5d5adef439ac51e284b9967aa4ddbb2fbaf5304db""},{""key"":[19,45,2],""candidate_count"":6,""sha256"":""982e4dcd8cf3f62cafe14ed7adbae1a81b68e1f9ecabb794bedf4f73b4f2844f""},{""key"":[30,23,3],""candidate_count"":3,""sha256"":""f77fa6e29c9e3e041fec8a69104343f934c8c8634c1a657ede362085c7b4e715""}]","[{""key"":[5,32,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[5,13,28,32],[5,13,41,32],[5,22,32],[5,31,32],[5,49,32]],""selected_path"":[5,49,32]},{""key"":[5,44,4],""started_at"":24.23713210789741,""closed_at"":26.23713210789741,""candidate_paths"":[[5,17,44],[5,43,10,44],[5,43,42,44]],""selected_path"":[5,17,44]},{""key"":[19,45,2],""started_at"":11.292418302994681,""closed_at"":13.292418302994681,""candidate_paths"":[[19,7,45],[19,11,22,45],[19,11,45],[19,31,45],[19,35,45],[19,41,49,45]],""selected_path"":[19,11,45]},{""key"":[30,23,3],""started_at"":23.52526636631802,""closed_at"":25.52526636631802,""candidate_paths"":[[30,23],[30,29,23],[30,40,1,23]],""selected_path"":[30,23]}]",40,0,4,4,4.0,99e1612cb0cd4525724f259fa9432132f5dbcabd3237863d78b84e6994f79b62,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.6354196001358925,0.9992454588258496,0.9999962261757863,0.9999999926262026,0.9999999999999575,0.15183673469387754,0.04163265306122449
ett-mesh,34,600.0,40,40,0,0.45,0.5,0.0,0.525952,0.354662,0.525952,2.287744,2.431616,20,18,0,290,49,241,39,20.86144,11.301266,0.018835,8.26113,33.17518,41.43631,2.302017,1.158969,0.354662,4875,9335,14210,0.343068,7472,0.525827,787,0,196,6,4,3,27,13,0,0,0.853669,0.831034,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,17,4,"[{""key"":[5,32,1],""candidate_count"":5,""sha256"":""9d86a605c949fb0df7407a92acd622ff51306ca939751b25fdb8e490a5111ffb""},{""key"":[5,44,4],""candidate_count"":3,""sha256"":""431208bc9720ce5ec31ce6c5d5adef439ac51e284b9967aa4ddbb2fbaf5304db""},{""key"":[19,45,2],""candidate_count"":6,""sha256"":""982e4dcd8cf3f62cafe14ed7adbae1a81b68e1f9ecabb794bedf4f73b4f2844f""},{""key"":[30,23,3],""candidate_count"":3,""sha256"":""f77fa6e29c9e3e041fec8a69104343f934c8c8634c1a657ede362085c7b4e715""}]","[{""key"":[5,32,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[5,13,28,32],[5,13,41,32],[5,22,32],[5,31,32],[5,49,32]],""selected_path"":[5,49,32]},{""key"":[5,44,4],""started_at"":24.23713210789741,""closed_at"":26.23713210789741,""candidate_paths"":[[5,17,44],[5,43,10,44],[5,43,42,44]],""selected_path"":[5,17,44]},{""key"":[19,45,2],""started_at"":11.292418302994681,""closed_at"":13.292418302994681,""candidate_paths"":[[19,7,45],[19,11,22,45],[19,11,45],[19,31,45],[19,35,45],[19,41,49,45]],""selected_path"":[19,11,45]},{""key"":[30,23,3],""started_at"":23.52526636631802,""closed_at"":25.52526636631802,""candidate_paths"":[[30,23],[30,29,23],[30,40,1,23]],""selected_path"":[30,23]}]",40,0,4,4,4.0,99e1612cb0cd4525724f259fa9432132f5dbcabd3237863d78b84e6994f79b62,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.6354196001358925,0.9992454588258496,0.9999962261757863,0.9999999926262026,0.9999999999999575,0.15183673469387754,0.04163265306122449
minhop-mesh,34,600.0,40,40,0,0.35,0.4,0.0,0.440878,0.268872,0.440878,0.67984,1.038099,16,14,0,276,44,232,30,19.854336,10.505366,0.017509,7.862317,31.561411,39.423728,2.815981,1.418167,0.268872,4330,9194,13524,0.320172,7405,0.547545,907,0,196,6,4,3,27,13,0,0,0.792144,0.84058,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,19,4,"[{""key"":[5,32,1],""candidate_count"":8,""sha256"":""0c6de6da8f86d3d813d96cd6188ea1d9cd9ba78a2ef0f3bc02780d0843ddf0bc""},{""key"":[5,44,4],""candidate_count"":2,""sha256"":""e8b4936f2c0caecf82750909983195578e09df219174beb9c2fa74b052f5b778""},{""key"":[19,45,2],""candidate_count"":6,""sha256"":""982e4dcd8cf3f62cafe14ed7adbae1a81b68e1f9ecabb794bedf4f73b4f2844f""},{""key"":[30,23,3],""candidate_count"":3,""sha256"":""f77fa6e29c9e3e041fec8a69104343f934c8c8634c1a657ede362085c7b4e715""}]","[{""key"":[5,32,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[5,13,6,32],[5,13,7,32],[5,13,14,32],[5,13,41,32],[5,23,47,32],[5,31,32],[5,36,32],[5,49,32]],""selected_path"":[5,49,32]},{""key"":[5,44,4],""started_at"":24.23713210789741,""closed_at"":26.23713210789741,""candidate_paths"":[[5,17,44],[5,43,42,44]],""selected_path"":[5,17,44]},{""key"":[19,45,2],""started_at"":11.292418302994681,""closed_at"":13.292418302994681,""candidate_paths"":[[19,7,45],[19,11,22,45],[19,11,45],[19,31,45],[19,35,45],[19,41,49,45]],""selected_path"":[19,35,45]},{""key"":[30,23,3],""started_at"":23.52526636631802,""closed_at"":25.52526636631802,""candidate_paths"":[[30,23],[30,29,23],[30,40,1,23]],""selected_path"":[30,23]}]",40,0,4,4,4.0,99e1612cb0cd4525724f259fa9432132f5dbcabd3237863d78b84e6994f79b62,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.6354196001358925,0.9992454588258496,0.9999962261757863,0.9999999926262026,0.9999999999999575,0.15183673469387754,0.04163265306122449
meshecho,34,600.0,40,40,0,0.45,0.525,0.0,0.513963,0.337774,0.513963,2.143872,2.248179,21,18,0,291,49,242,40,20.933376,11.307521,0.018846,8.289617,33.211856,41.501473,2.305637,1.162965,0.337774,4952,9307,14259,0.347289,7352,0.515604,832,0,196,6,4,3,27,13,0,0,0.792144,0.831615,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,20,4,"[{""key"":[5,32,1],""candidate_count"":8,""sha256"":""0c6de6da8f86d3d813d96cd6188ea1d9cd9ba78a2ef0f3bc02780d0843ddf0bc""},{""key"":[5,44,4],""candidate_count"":2,""sha256"":""e8b4936f2c0caecf82750909983195578e09df219174beb9c2fa74b052f5b778""},{""key"":[19,45,2],""candidate_count"":7,""sha256"":""f086c9a7a11a2123b4f3cf8bd9ab3900b156f74624af73466bb2235fac9ff4c4""},{""key"":[30,23,3],""candidate_count"":3,""sha256"":""2279547f255d7f2ecccc3b536623b6cb2e178e54fb90bafc032ec3c1bc92c312""}]","[{""key"":[5,32,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[5,13,6,32],[5,13,7,32],[5,13,14,32],[5,13,41,32],[5,23,47,32],[5,31,32],[5,36,32],[5,49,32]],""selected_path"":[5,49,32]},{""key"":[5,44,4],""started_at"":24.23713210789741,""closed_at"":26.23713210789741,""candidate_paths"":[[5,17,44],[5,43,42,44]],""selected_path"":[5,17,44]},{""key"":[19,45,2],""started_at"":11.292418302994681,""closed_at"":13.292418302994681,""candidate_paths"":[[19,4,45],[19,6,32,45],[19,11,45],[19,31,45],[19,35,49,45],[19,40,16,45],[19,40,22,45]],""selected_path"":[19,11,45]},{""key"":[30,23,3],""started_at"":23.52526636631802,""closed_at"":25.52526636631802,""candidate_paths"":[[30,23],[30,24,23],[30,39,1,23]],""selected_path"":[30,23]}]",40,0,4,4,4.0,99e1612cb0cd4525724f259fa9432132f5dbcabd3237863d78b84e6994f79b62,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.6354196001358925,0.9992454588258496,0.9999962261757863,0.9999999926262026,0.9999999999999575,0.15183673469387754,0.04163265306122449
meshtastic-like,35,600.0,36,36,0,0.527778,1.0,0.0,0.440606,0.573235,0.440606,1.500065,1.657558,36,19,0,586,539,47,47,42.154496,22.944517,0.038241,16.69318,67.832093,84.525273,4.448699,2.218658,0.573235,7777,20937,28714,0.270843,18214,0.634325,4714,1655,0,0,0,0,0,0,0,0,0.0,0.080205,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],36,0,4,4,3.6,a5f9871b4c552da23281b2575cff7e89c35257147a7148978fcae89cfcb18a0a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.47893001825235215,0.998897496139575,0.9999958158180241,0.9999999885258685,0.9999999999999698,0.17142857142857143,0.05061224489795919
meshcore-like,35,600.0,36,36,0,0.611111,0.666667,0.0,0.531043,0.38488,0.531043,2.266163,2.420826,24,22,0,285,43,242,40,20.50176,10.541758,0.01757,8.118697,32.407417,40.526114,1.842096,0.931898,0.38488,4664,9301,13965,0.333978,7389,0.529108,726,0,196,6,4,3,24,12,0,0,0.0,0.849123,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[14,41,4],""candidate_count"":7,""sha256"":""68dc03b6ef44beb2be4a2390b9792f96c9a69b204897bd8060ace2961da0d0fe""},{""key"":[26,27,1],""candidate_count"":6,""sha256"":""0625765a9b8589b8476bb1a54f3ada0232d42b4bd0ff7d567605212787380e37""},{""key"":[27,30,3],""candidate_count"":6,""sha256"":""68fdd47246bee1ecb2515896749034136b8519e3f4b79ca178c47c394f6ea530""},{""key"":[40,2,2],""candidate_count"":4,""sha256"":""275479f729de1ef55e075aa9821a2f743034efcc10569c6b6d25c344acd78ecd""}]","[{""key"":[14,41,4],""started_at"":21.172954717197793,""closed_at"":23.172954717197793,""candidate_paths"":[[14,3,41],[14,5,41],[14,7,8,41],[14,24,41],[14,33,41],[14,34,41],[14,35,46,41]],""selected_path"":[14,3,41]},{""key"":[26,27,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[26,12,27],[26,17,27],[26,40,9,27],[26,40,20,27],[26,40,27],[26,43,27]],""selected_path"":[26,12,27]},{""key"":[27,30,3],""started_at"":14.647180923049065,""closed_at"":16.647180923049063,""candidate_paths"":[[27,10,30],[27,16,1,30],[27,16,19,30],[27,30],[27,36,28,30],[27,38,30]],""selected_path"":[27,30]},{""key"":[40,2,2],""started_at"":11.907534522272735,""closed_at"":13.907534522272735,""candidate_paths"":[[40,0,2],[40,2],[40,4,2],[40,14,2]],""selected_path"":[40,2]}]",36,0,4,4,3.6,a5f9871b4c552da23281b2575cff7e89c35257147a7148978fcae89cfcb18a0a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.47893001825235215,0.998897496139575,0.9999958158180241,0.9999999885258685,0.9999999999999698,0.17142857142857143,0.05061224489795919
etx-mesh,35,600.0,36,36,0,0.583333,0.666667,0.0,0.542629,0.38488,0.542629,2.266163,2.431616,24,21,0,285,43,242,40,20.50176,10.541758,0.01757,8.118697,32.407417,40.526114,1.929815,0.976274,0.38488,4652,9313,13965,0.333119,7384,0.52875,726,0,196,6,4,3,24,12,0,0,0.319324,0.849123,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[14,41,4],""candidate_count"":7,""sha256"":""68dc03b6ef44beb2be4a2390b9792f96c9a69b204897bd8060ace2961da0d0fe""},{""key"":[26,27,1],""candidate_count"":6,""sha256"":""0625765a9b8589b8476bb1a54f3ada0232d42b4bd0ff7d567605212787380e37""},{""key"":[27,30,3],""candidate_count"":6,""sha256"":""68fdd47246bee1ecb2515896749034136b8519e3f4b79ca178c47c394f6ea530""},{""key"":[40,2,2],""candidate_count"":4,""sha256"":""275479f729de1ef55e075aa9821a2f743034efcc10569c6b6d25c344acd78ecd""}]","[{""key"":[14,41,4],""started_at"":21.172954717197793,""closed_at"":23.172954717197793,""candidate_paths"":[[14,3,41],[14,5,41],[14,7,8,41],[14,24,41],[14,33,41],[14,34,41],[14,35,46,41]],""selected_path"":[14,33,41]},{""key"":[26,27,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[26,12,27],[26,17,27],[26,40,9,27],[26,40,20,27],[26,40,27],[26,43,27]],""selected_path"":[26,12,27]},{""key"":[27,30,3],""started_at"":14.647180923049065,""closed_at"":16.647180923049063,""candidate_paths"":[[27,10,30],[27,16,1,30],[27,16,19,30],[27,30],[27,36,28,30],[27,38,30]],""selected_path"":[27,30]},{""key"":[40,2,2],""started_at"":11.907534522272735,""closed_at"":13.907534522272735,""candidate_paths"":[[40,0,2],[40,2],[40,4,2],[40,14,2]],""selected_path"":[40,2]}]",36,0,4,4,3.6,a5f9871b4c552da23281b2575cff7e89c35257147a7148978fcae89cfcb18a0a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.47893001825235215,0.998897496139575,0.9999958158180241,0.9999999885258685,0.9999999999999698,0.17142857142857143,0.05061224489795919
ett-mesh,35,600.0,36,36,0,0.583333,0.666667,0.0,0.542629,0.38488,0.542629,2.266163,2.431616,24,21,0,285,43,242,40,20.50176,10.541758,0.01757,8.118697,32.407417,40.526114,1.929815,0.976274,0.38488,4652,9313,13965,0.333119,7384,0.52875,726,0,196,6,4,3,24,12,0,0,0.846731,0.849123,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[14,41,4],""candidate_count"":7,""sha256"":""68dc03b6ef44beb2be4a2390b9792f96c9a69b204897bd8060ace2961da0d0fe""},{""key"":[26,27,1],""candidate_count"":6,""sha256"":""0625765a9b8589b8476bb1a54f3ada0232d42b4bd0ff7d567605212787380e37""},{""key"":[27,30,3],""candidate_count"":6,""sha256"":""68fdd47246bee1ecb2515896749034136b8519e3f4b79ca178c47c394f6ea530""},{""key"":[40,2,2],""candidate_count"":4,""sha256"":""275479f729de1ef55e075aa9821a2f743034efcc10569c6b6d25c344acd78ecd""}]","[{""key"":[14,41,4],""started_at"":21.172954717197793,""closed_at"":23.172954717197793,""candidate_paths"":[[14,3,41],[14,5,41],[14,7,8,41],[14,24,41],[14,33,41],[14,34,41],[14,35,46,41]],""selected_path"":[14,33,41]},{""key"":[26,27,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[26,12,27],[26,17,27],[26,40,9,27],[26,40,20,27],[26,40,27],[26,43,27]],""selected_path"":[26,12,27]},{""key"":[27,30,3],""started_at"":14.647180923049065,""closed_at"":16.647180923049063,""candidate_paths"":[[27,10,30],[27,16,1,30],[27,16,19,30],[27,30],[27,36,28,30],[27,38,30]],""selected_path"":[27,30]},{""key"":[40,2,2],""started_at"":11.907534522272735,""closed_at"":13.907534522272735,""candidate_paths"":[[40,0,2],[40,2],[40,4,2],[40,14,2]],""selected_path"":[40,2]}]",36,0,4,4,3.6,a5f9871b4c552da23281b2575cff7e89c35257147a7148978fcae89cfcb18a0a,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.47893001825235215,0.998897496139575,0.9999958158180241,0.9999999885258685,0.9999999999999698,0.17142857142857143,0.05061224489795919
