protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,pair_schedule,matched_rreq_timing,discovery_record_count,discovery_candidate_path_total,discovery_multi_candidate_count,discovery_candidate_fingerprints_json,discovery_records_json,scheduled_unicast_flows,scheduled_broadcast_flows,scheduled_distinct_unicast_pairs,observed_distinct_unicast_pairs,scheduled_rate_per_min,scheduled_trace_sha256,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,smart_max_timeout_retries,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
ett-mesh,31,600.0,49,49,0,0.183673,0.22449,0.0,0.676238,0.494429,0.676238,2.215808,2.345293,11,9,0,248,30,218,17,17.840128,8.919331,0.014866,7.064691,28.28008,35.344771,3.927197,1.982236,0.494429,3231,8921,12152,0.265882,7296,0.600395,889,0,196,5,4,2,22,27,0,0,0.867131,0.879032,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[7,30,1],""candidate_count"":5,""sha256"":""daf39bcb0c84f320aa9195499f4945cf2bc028caef1f7b2ce5a3f86b66c5c4bd""},{""key"":[20,1,4],""candidate_count"":6,""sha256"":""936b713c5c69c692332dafcd229da97f56bb4a61c47d012c99056e071f0f7e1d""},{""key"":[23,14,2],""candidate_count"":5,""sha256"":""af1082c6ff597a78a9887bf19a66986464ab7ba9ecbda60b0c595057051c2c0d""},{""key"":[48,47,3],""candidate_count"":7,""sha256"":""7f039c3b8ea6e0a941e529d1d3fd2eefb965d3eefddd17fb7c8074acc5b0a7ab""}]","[{""key"":[7,30,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[7,1,30],[7,14,5,30],[7,28,48,30],[7,30],[7,37,24,30]],""selected_path"":[7,30]},{""key"":[20,1,4],""started_at"":31.166662578970108,""closed_at"":33.166662578970104,""candidate_paths"":[[20,21,1],[20,30,1],[20,31,14,1],[20,35,1],[20,35,47,1],[20,45,1]],""selected_path"":[20,35,1]},{""key"":[23,14,2],""started_at"":2.3591373886384046,""closed_at"":4.359137388638405,""candidate_paths"":[[23,0,14],[23,0,45,14],[23,8,14],[23,33,44,14],[23,47,32,14]],""selected_path"":[23,0,14]},{""key"":[48,47,3],""started_at"":21.774341775572275,""closed_at"":23.774341775572275,""candidate_paths"":[[48,5,33,47],[48,15,38,47],[48,23,47],[48,27,9,47],[48,29,0,47],[48,32,47],[48,47]],""selected_path"":[48,47]}]",49,0,4,4,4.9,a319c4dcde6dc1e2eeb88f4023e19b381b88e8c5d390aabff91c972fdfd17154,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,1,0.5,0.025510204081632654,0,1.5,0.5439727116783023,0.997232062528041,0.9999911766229891,0.9999999903200324,0.9999999999998875,0.18857142857142858,0.045714285714285714
minhop-mesh,31,600.0,49,49,0,0.367347,0.408163,0.0,0.334912,0.315098,0.334912,2.151066,0.609325,20,18,0,275,45,230,29,19.7824,10.066521,0.016778,7.83383,31.348687,39.182517,2.176806,1.099022,0.315098,4335,9140,13475,0.321707,7227,0.536327,895,0,196,5,4,3,33,16,0,0,0.762491,0.836364,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,24,4,"[{""key"":[7,30,1],""candidate_count"":5,""sha256"":""9bf48e32a16621596a29b500ce6c7d03c8cf3ff612c126ca1ed6f1931cb0e365""},{""key"":[20,1,4],""candidate_count"":9,""sha256"":""7e45a54c52b1f7cf6083aaf7a7717b7db73bcc7273e206898e3f9b7338d1952f""},{""key"":[23,14,2],""candidate_count"":5,""sha256"":""a8a19732843af8552a4f6fcfb85decaf5798b9f3d7aaacaee8ccb9f12e5aee42""},{""key"":[48,47,3],""candidate_count"":5,""sha256"":""333a93f78e9e360aa2617e2b3009e404c820e3799193d4faac39e6fad1cfdd80""}]","[{""key"":[7,30,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[7,1,30],[7,14,5,30],[7,28,48,30],[7,30],[7,44,27,30]],""selected_path"":[7,30]},{""key"":[20,1,4],""started_at"":31.166662578970108,""closed_at"":33.166662578970104,""candidate_paths"":[[20,0,6,1],[20,3,19,1],[20,21,1],[20,30,1],[20,33,1],[20,33,14,1],[20,33,26,1],[20,38,15,1],[20,38,34,1]],""selected_path"":[20,30,1]},{""key"":[23,14,2],""started_at"":2.3591373886384046,""closed_at"":4.359137388638405,""candidate_paths"":[[23,5,14],[23,14],[23,26,1,14],[23,34,14],[23,37,44,14]],""selected_path"":[23,14]},{""key"":[48,47,3],""started_at"":21.774341775572275,""closed_at"":23.774341775572275,""candidate_paths"":[[48,17,9,47],[48,17,10,47],[48,23,47],[48,32,47],[48,47]],""selected_path"":[48,47]}]",49,0,4,4,4.9,a319c4dcde6dc1e2eeb88f4023e19b381b88e8c5d390aabff91c972fdfd17154,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,1,0.75,0.025510204081632654,0,1.3333333333333333,0.5439727116783023,0.997232062528041,0.9999911766229891,0.9999999903200324,0.9999999999998875,0.18857142857142858,0.045714285714285714
meshecho,31,600.0,49,49,0,0.469388,0.510204,0.0,0.439763,0.29524,0.439763,1.743872,2.023002,25,23,0,301,56,245,43,21.652736,12.248483,0.020414,8.574483,34.478421,43.052904,1.871865,0.941423,0.29524,5323,9426,14749,0.360906,7314,0.495898,778,0,196,6,4,3,33,16,0,0,0.805117,0.813953,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,20,4,"[{""key"":[7,30,1],""candidate_count"":6,""sha256"":""9f979f3c5d17f1ea6ef9e4e8a957b5bd4254d904320729134195d3cd890359ce""},{""key"":[20,1,4],""candidate_count"":3,""sha256"":""f36d9082e2ebd7119880015283ec05b5d701a71985c201d07a28d711ecc16929""},{""key"":[23,14,2],""candidate_count"":4,""sha256"":""994aaaeafe07e3549720fc08bf4eb492cd81aa6a59720be1159f9515443cdde4""},{""key"":[48,47,3],""candidate_count"":7,""sha256"":""6b8e59fb1987ee17411ae3d89e953317c8506879a9d488f40bd422e373fdb8be""}]","[{""key"":[7,30,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[7,1,30],[7,12,19,30],[7,14,5,30],[7,28,48,30],[7,30],[7,44,27,30]],""selected_path"":[7,30]},{""key"":[20,1,4],""started_at"":31.166662578970108,""closed_at"":33.166662578970104,""candidate_paths"":[[20,21,26,1],[20,30,1],[20,30,14,1]],""selected_path"":[20,30,1]},{""key"":[23,14,2],""started_at"":2.3591373886384046,""closed_at"":4.359137388638405,""candidate_paths"":[[23,11,14],[23,40,5,14],[23,40,34,14],[23,47,1,14]],""selected_path"":[23,11,14]},{""key"":[48,47,3],""started_at"":21.774341775572275,""closed_at"":23.774341775572275,""candidate_paths"":[[48,2,47],[48,15,7,47],[48,32,10,47],[48,32,25,47],[48,32,47],[48,34,47],[48,47]],""selected_path"":[48,47]}]",49,0,4,4,4.9,a319c4dcde6dc1e2eeb88f4023e19b381b88e8c5d390aabff91c972fdfd17154,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.5439727116783023,0.997232062528041,0.9999911766229891,0.9999999903200324,0.9999999999998875,0.18857142857142858,0.045714285714285714
meshtastic-like,32,600.0,40,40,0,0.65,1.0,0.0,0.6017,0.660171,0.6017,1.311266,1.537996,40,26,0,473,415,58,58,34.025728,23.025162,0.038375,13.474188,55.498985,68.973173,2.652814,1.308682,0.660171,9253,13924,23177,0.399232,11294,0.487293,5580,1848,0,0,0,0,0,0,0,0,0.0,0.122622,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],40,0,4,4,4.0,a0a57a46fcfd96d98119bc3609d2f7b782542d7edfadd14f25780f250027c3d0,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.14656011528606777,0.9899108707122267,0.9999607038417435,0.9999999612530406,0.9999999999999827,0.25142857142857145,0.08897959183673469
meshcore-like,32,600.0,40,40,0,0.45,0.45,0.0,0.406848,0.262976,0.406848,0.465453,0.609325,18,18,0,277,39,238,36,19.926272,11.13214,0.018554,7.890804,31.862159,39.752962,2.208498,1.107015,0.262976,4459,9114,13573,0.32852,7293,0.537317,1030,0,196,6,4,2,18,22,0,0,0.0,0.859206,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[21,15,1],""candidate_count"":9,""sha256"":""3d2a5133d5d443ebab04a6a6b2b9073ec2f605b238d1cfdef0a69a145ac5e586""},{""key"":[29,40,2],""candidate_count"":5,""sha256"":""5cfc41c6f7dee56f6c899dee5d40ba49b9fa4d4522c1c1592e2554431bb8d1ec""},{""key"":[32,47,4],""candidate_count"":3,""sha256"":""9ad0b6f2421fff6290c85e5647605e34b9e04ab3752fff909730fe11ffd96974""},{""key"":[48,30,3],""candidate_count"":6,""sha256"":""650e0b3278ef41dbbeacb8e6ae6520f9b1d497d21f58fc8428a09a659b656b4f""}]","[{""key"":[21,15,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[21,7,26,15],[21,13,15],[21,14,15],[21,14,19,15],[21,14,30,15],[21,15],[21,17,15],[21,31,15],[21,49,15]],""selected_path"":[21,15]},{""key"":[29,40,2],""started_at"":16.165408648948432,""closed_at"":18.165408648948432,""candidate_paths"":[[29,18,23,40],[29,18,30,40],[29,32,40],[29,37,40],[29,40]],""selected_path"":[29,40]},{""key"":[32,47,4],""started_at"":33.31182948955551,""closed_at"":35.31182948955551,""candidate_paths"":[[32,14,26,47],[32,21,47],[32,24,11,47]],""selected_path"":[32,21,47]},{""key"":[48,30,3],""started_at"":25.331215028021813,""closed_at"":27.331215028021813,""candidate_paths"":[[48,13,45,30],[48,15,17,30],[48,18,30],[48,23,10,30],[48,23,30],[48,39,30]],""selected_path"":[48,18,30]}]",40,0,4,4,4.0,a0a57a46fcfd96d98119bc3609d2f7b782542d7edfadd14f25780f250027c3d0,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,2,2,0.5,0.030612244897959183,0,2.0,0.14656011528606777,0.9899108707122267,0.9999607038417435,0.9999999612530406,0.9999999999999827,0.25142857142857145,0.08897959183673469
etx-mesh,32,600.0,40,40,0,0.625,0.675,0.0,0.373499,0.223275,0.373499,0.143872,0.287744,27,25,0,315,58,257,54,22.65984,13.882556,0.023138,8.973297,36.405163,45.37846,1.815138,0.906394,0.223275,5873,9562,15435,0.380499,7410,0.480078,965,0,196,7,4,3,27,13,0,0,0.292779,0.815873,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[21,15,1],""candidate_count"":9,""sha256"":""3d2a5133d5d443ebab04a6a6b2b9073ec2f605b238d1cfdef0a69a145ac5e586""},{""key"":[29,40,2],""candidate_count"":5,""sha256"":""0d26807c7d9b659822dac36b73238313b1408fdebb825e6d597ca4d8609b26ee""},{""key"":[32,47,4],""candidate_count"":3,""sha256"":""9ad0b6f2421fff6290c85e5647605e34b9e04ab3752fff909730fe11ffd96974""},{""key"":[48,30,3],""candidate_count"":6,""sha256"":""d9fae274da7ce98a12085c64af2e5139f78c246751fc6b4adf19f1cfeabda54b""}]","[{""key"":[21,15,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[21,7,26,15],[21,13,15],[21,14,15],[21,14,19,15],[21,14,30,15],[21,15],[21,17,15],[21,31,15],[21,49,15]],""selected_path"":[21,17,15]},{""key"":[29,40,2],""started_at"":16.165408648948432,""closed_at"":18.165408648948432,""candidate_paths"":[[29,12,49,40],[29,15,13,40],[29,32,40],[29,37,40],[29,40]],""selected_path"":[29,40]},{""key"":[32,47,4],""started_at"":33.31182948955551,""closed_at"":35.31182948955551,""candidate_paths"":[[32,14,26,47],[32,21,47],[32,24,11,47]],""selected_path"":[32,21,47]},{""key"":[48,30,3],""started_at"":25.331215028021813,""closed_at"":27.331215028021813,""candidate_paths"":[[48,11,7,30],[48,18,0,30],[48,18,30],[48,23,15,30],[48,23,30],[48,27,19,30]],""selected_path"":[48,23,30]}]",40,0,4,4,4.0,a0a57a46fcfd96d98119bc3609d2f7b782542d7edfadd14f25780f250027c3d0,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,3,0.75,0.03571428571428571,0,2.0,0.14656011528606777,0.9899108707122267,0.9999607038417435,0.9999999612530406,0.9999999999999827,0.25142857142857145,0.08897959183673469
ett-mesh,32,600.0,40,40,0,0.625,0.675,0.0,0.373499,0.223275,0.373499,0.143872,0.287744,27,25,0,315,58,257,54,22.65984,13.882556,0.023138,8.973297,36.405163,45.37846,1.815138,0.906394,0.223275,5873,9562,15435,0.380499,7410,0.480078,965,0,196,7,4,3,27,13,0,0,0.831844,0.815873,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[21,15,1],""candidate_count"":9,""sha256"":""3d2a5133d5d443ebab04a6a6b2b9073ec2f605b238d1cfdef0a69a145ac5e586""},{""key"":[29,40,2],""candidate_count"":5,""sha256"":""0d26807c7d9b659822dac36b73238313b1408fdebb825e6d597ca4d8609b26ee""},{""key"":[32,47,4],""candidate_count"":3,""sha256"":""9ad0b6f2421fff6290c85e5647605e34b9e04ab3752fff909730fe11ffd96974""},{""key"":[48,30,3],""candidate_count"":6,""sha256"":""d9fae274da7ce98a12085c64af2e5139f78c246751fc6b4adf19f1cfeabda54b""}]","[{""key"":[21,15,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[21,7,26,15],[21,13,15],[21,14,15],[21,14,19,15],[21,14,30,15],[21,15],[21,17,15],[21,31,15],[21,49,15]],""selected_path"":[21,17,15]},{""key"":[29,40,2],""started_at"":16.165408648948432,""closed_at"":18.165408648948432,""candidate_paths"":[[29,12,49,40],[29,15,13,40],[29,32,40],[29,37,40],[29,40]],""selected_path"":[29,40]},{""key"":[32,47,4],""started_at"":33.31182948955551,""closed_at"":35.31182948955551,""candidate_paths"":[[32,14,26,47],[32,21,47],[32,24,11,47]],""selected_path"":[32,21,47]},{""key"":[48,30,3],""started_at"":25.331215028021813,""closed_at"":27.331215028021813,""candidate_paths"":[[48,11,7,30],[48,18,0,30],[48,18,30],[48,23,15,30],[48,23,30],[48,27,19,30]],""selected_path"":[48,23,30]}]",40,0,4,4,4.0,a0a57a46fcfd96d98119bc3609d2f7b782542d7edfadd14f25780f250027c3d0,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,3,0.75,0.03571428571428571,0,2.0,0.14656011528606777,0.9899108707122267,0.9999607038417435,0.9999999612530406,0.9999999999999827,0.25142857142857145,0.08897959183673469
minhop-mesh,32,600.0,40,40,0,0.65,0.675,0.0,0.405622,0.276034,0.405622,1.543872,1.733792,27,26,0,295,48,247,45,21.22112,12.316504,0.020528,8.403564,34.099429,42.502993,1.63473,0.816197,0.276034,5045,9410,14455,0.349014,7396,0.511657,972,0,196,6,4,3,27,13,0,0,0.791361,0.837288,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,24,4,"[{""key"":[21,15,1],""candidate_count"":8,""sha256"":""15573bd0ddc49f5cafe4e1c45e1196a77764fcb3b2fe3fb7a403b8172e1904f7""},{""key"":[29,40,2],""candidate_count"":5,""sha256"":""91b8792009f7200f108489bf56e63504fb918da6c30b09e205831aa34690064a""},{""key"":[32,47,4],""candidate_count"":6,""sha256"":""83c47d2dc2bf985eb1e6c8dc645e461a722f5e6295d66bfd36f2863e8a3526b1""},{""key"":[48,30,3],""candidate_count"":5,""sha256"":""660cf41cd93e2d29763dae43328ddced1935f3bb3c19fafb408ef10ae02ddc7e""}]","[{""key"":[21,15,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[21,7,26,15],[21,9,15],[21,14,15],[21,14,19,15],[21,14,30,15],[21,15],[21,31,15],[21,49,15]],""selected_path"":[21,15]},{""key"":[29,40,2],""started_at"":16.165408648948432,""closed_at"":18.165408648948432,""candidate_paths"":[[29,12,8,40],[29,12,17,40],[29,32,40],[29,37,40],[29,40]],""selected_path"":[29,40]},{""key"":[32,47,4],""started_at"":33.31182948955551,""closed_at"":35.31182948955551,""candidate_paths"":[[32,6,9,47],[32,6,47],[32,14,18,47],[32,21,47],[32,23,26,47],[32,27,11,47]],""selected_path"":[32,21,47]},{""key"":[48,30,3],""started_at"":25.331215028021813,""closed_at"":27.331215028021813,""candidate_paths"":[[48,7,30],[48,9,17,30],[48,14,30],[48,18,30],[48,39,30]],""selected_path"":[48,18,30]}]",40,0,4,4,4.0,a0a57a46fcfd96d98119bc3609d2f7b782542d7edfadd14f25780f250027c3d0,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.14656011528606777,0.9899108707122267,0.9999607038417435,0.9999999612530406,0.9999999999999827,0.25142857142857145,0.08897959183673469
meshecho,32,600.0,40,40,0,0.775,0.85,0.0,0.46969,0.313995,0.46969,2.194227,2.323712,34,31,0,330,67,263,60,23.73888,14.758621,0.024598,9.400596,38.241437,47.642033,1.53684,0.76577,0.313995,6441,9729,16170,0.39833,7383,0.456586,922,0,196,7,4,4,36,4,0,0,0.788708,0.79697,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,24,4,"[{""key"":[21,15,1],""candidate_count"":7,""sha256"":""2af24b1105fe190f704f8ee6a1a451f12c2950aef8dfcafbbb1624164185f708""},{""key"":[29,40,2],""candidate_count"":4,""sha256"":""7d0dbe76b650079a5441094acb449b1ee3a73bfca6b3f2847bd81fa87b834793""},{""key"":[32,47,4],""candidate_count"":7,""sha256"":""86ec5b53e89eb422020d660514224bdb6c7649b8c88a4df6e35c189c8a92d413""},{""key"":[48,30,3],""candidate_count"":6,""sha256"":""daaad77c5840723975303bbfd333cc5210c4c74f67c7c5aa03b8d4416ecebc9f""}]","[{""key"":[21,15,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[21,7,26,15],[21,9,15],[21,14,15],[21,14,18,15],[21,15],[21,31,15],[21,49,15]],""selected_path"":[21,31,15]},{""key"":[29,40,2],""started_at"":16.165408648948432,""closed_at"":18.165408648948432,""candidate_paths"":[[29,12,8,40],[29,12,17,40],[29,37,40],[29,40]],""selected_path"":[29,40]},{""key"":[32,47,4],""started_at"":33.31182948955551,""closed_at"":35.31182948955551,""candidate_paths"":[[32,2,47],[32,14,19,47],[32,16,47],[32,21,47],[32,24,47],[32,30,26,47],[32,44,11,47]],""selected_path"":[32,21,47]},{""key"":[48,30,3],""started_at"":25.331215028021813,""closed_at"":27.331215028021813,""candidate_paths"":[[48,5,30],[48,9,30],[48,10,30],[48,14,15,30],[48,18,30],[48,26,30]],""selected_path"":[48,18,30]}]",40,0,4,4,4.0,a0a57a46fcfd96d98119bc3609d2f7b782542d7edfadd14f25780f250027c3d0,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,3,1.0,0.03571428571428571,0,1.75,0.14656011528606777,0.9899108707122267,0.9999607038417435,0.9999999612530406,0.9999999999999827,0.25142857142857145,0.08897959183673469
meshtastic-like,33,600.0,45,45,0,0.422222,1.0,0.0,0.631378,0.708992,0.631378,1.251917,1.466456,45,19,0,651,586,65,65,46.830336,27.949029,0.046582,18.544813,75.869152,94.413965,4.969156,2.464755,0.708992,9836,22063,31899,0.308348,19259,0.603749,6115,2061,0,0,0,0,0,0,0,0,0.0,0.099846,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],45,0,4,4,4.5,a7403a0997ae17ec52c9e152f1533e49515ef82dfeaac9d529ef6420b207e8b3,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.5177968886780069,0.9983971630943456,0.9999944427093447,0.9999999834879212,0.9999999999999023,0.17061224489795918,0.04816326530612245
meshcore-like,33,600.0,45,45,0,0.377778,0.466667,0.0,0.459565,0.303518,0.459565,2.143872,2.25897,21,17,0,274,43,231,30,19.710464,10.615111,0.017692,7.805344,31.341351,39.146695,2.302747,1.159439,0.303518,4305,9121,13426,0.320647,7214,0.537316,955,0,196,5,4,3,31,14,0,0,0.0,0.843066,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,21,4,"[{""key"":[9,41,3],""candidate_count"":4,""sha256"":""e15932745def9320b096c469bf399094d42e788ceef70604d6a8bbe0f9bbcf50""},{""key"":[16,9,2],""candidate_count"":7,""sha256"":""be159e35a48764e4295b278d95d13f24810fb7dbe919b5245b31e0645b56ec20""},{""key"":[24,11,4],""candidate_count"":5,""sha256"":""b551dc370dedf912c456ff6a6dae36074e2c95f1cf561b712d75ef37d85acac9""},{""key"":[46,10,1],""candidate_count"":5,""sha256"":""a44aacc7ad68e4e9d8a6087463b2a40b8dc57ebe63fed51286051857b1a786f6""}]","[{""key"":[9,41,3],""started_at"":41.429118770509554,""closed_at"":43.429118770509554,""candidate_paths"":[[9,7,41],[9,21,42,41],[9,24,41],[9,35,41]],""selected_path"":[9,7,41]},{""key"":[16,9,2],""started_at"":37.99259919106219,""closed_at"":39.99259919106219,""candidate_paths"":[[16,0,1,9],[16,2,22,9],[16,9],[16,13,9],[16,17,20,9],[16,18,9],[16,28,10,9]],""selected_path"":[16,9]},{""key"":[24,11,4],""started_at"":51.84546562068912,""closed_at"":53.84546562068912,""candidate_paths"":[[24,17,11],[24,18,44,11],[24,27,11],[24,37,12,11],[24,37,45,11]],""selected_path"":[24,17,11]},{""key"":[46,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[46,10],[46,22,10],[46,28,10],[46,39,10],[46,49,14,10]],""selected_path"":[46,10]}]",45,0,4,4,4.5,a7403a0997ae17ec52c9e152f1533e49515ef82dfeaac9d529ef6420b207e8b3,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,1,0.75,0.025510204081632654,0,1.3333333333333333,0.5177968886780069,0.9983971630943456,0.9999944427093447,0.9999999834879212,0.9999999999999023,0.17061224489795918,0.04816326530612245
etx-mesh,33,600.0,45,45,0,0.422222,0.488889,0.0,0.449051,0.299532,0.449051,2.043872,2.237389,22,19,0,279,45,234,33,20.070144,10.974791,0.018291,7.947777,31.940402,39.888179,2.099378,1.056323,0.299532,4626,9045,13671,0.338381,7214,0.527686,955,0,196,5,4,3,31,14,0,0,0.401273,0.83871,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,21,4,"[{""key"":[9,41,3],""candidate_count"":4,""sha256"":""e15932745def9320b096c469bf399094d42e788ceef70604d6a8bbe0f9bbcf50""},{""key"":[16,9,2],""candidate_count"":7,""sha256"":""be159e35a48764e4295b278d95d13f24810fb7dbe919b5245b31e0645b56ec20""},{""key"":[24,11,4],""candidate_count"":5,""sha256"":""b551dc370dedf912c456ff6a6dae36074e2c95f1cf561b712d75ef37d85acac9""},{""key"":[46,10,1],""candidate_count"":5,""sha256"":""a44aacc7ad68e4e9d8a6087463b2a40b8dc57ebe63fed51286051857b1a786f6""}]","[{""key"":[9,41,3],""started_at"":41.429118770509554,""closed_at"":43.429118770509554,""candidate_paths"":[[9,7,41],[9,21,42,41],[9,24,41],[9,35,41]],""selected_path"":[9,24,41]},{""key"":[16,9,2],""started_at"":37.99259919106219,""closed_at"":39.99259919106219,""candidate_paths"":[[16,0,1,9],[16,2,22,9],[16,9],[16,13,9],[16,17,20,9],[16,18,9],[16,28,10,9]],""selected_path"":[16,9]},{""key"":[24,11,4],""started_at"":51.84546562068912,""closed_at"":53.84546562068912,""candidate_paths"":[[24,17,11],[24,18,44,11],[24,27,11],[24,37,12,11],[24,37,45,11]],""selected_path"":[24,27,11]},{""key"":[46,10,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[46,10],[46,22,10],[46,28,10],[46,39,10],[46,49,14,10]],""selected_path"":[46,10]}]",45,0,4,4,4.5,a7403a0997ae17ec52c9e152f1533e49515ef82dfeaac9d529ef6420b207e8b3,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,1,0.75,0.025510204081632654,0,1.3333333333333333,0.5177968886780069,0.9983971630943456,0.9999944427093447,0.9999999834879212,0.9999999999999023,0.17061224489795918,0.04816326530612245
